,Player1,Player2,offensive harmony,defensive harmony,PH,Player1 ID,Player2 ID,Pl1 Offense,Pl2 Offense,Pl1 Defense,Pl2 Defense,total,skillOnly
101108-1628383,Chris Paul,Justin Patton,0.021009927770058417,-0.004662544758642086,0.016347383011416333,101108,1628383,2.254728623103989,-0.211488500522812,-1.839649741693271,0.2684458392025113,0.4883836031018337,0.47203622009041735
101108-1628390,Chris Paul,Terrance Ferguson,0.8152354029860096,-1.4380806451317358,-0.6228452421457262,101108,1628390,2.254728623103989,0.047935799057122745,-1.839649741693271,0.4752562378483967,0.3154256761705112,0.9382709183162374
101108-1628392,Chris Paul,Isaiah Hartenstein,0.053491216862953404,0.014827907203442936,0.06831912406639634,101108,1628392,2.254728623103989,1.2057581644846733,-1.839649741693271,-0.9875937802853032,0.7015623896764844,0.6332432656100881
101108-1628977,Chris Paul,Hamidou Diallo,0.051161265564349266,-0.06818361122121462,-0.017022345656865355,101108,1628977,2.254728623103989,0.6781203828025898,-1.839649741693271,1.1350449283022335,2.211221846858676,2.2282441925155414
101108-1628983,Chris Paul,Shai Gilgeous-Alexander,0.725637089335224,-0.06238100972983757,0.6632560796053864,101108,1628983,2.254728623103989,-1.1250501618712556,-1.839649741693271,1.010751216014193,0.9640360151590417,0.30077993555365534
101108-1628985,Chris Paul,Devon Hall,0.005238182376094669,-0.01762424379911592,-0.01238606142302125,101108,1628985,2.254728623103989,0.0513641976400146,-1.839649741693271,-0.16598892261001433,0.28806809501769703,0.30045415644071827
101108-1628987,Chris Paul,Kevin Hervey,-0.08140399428032712,0.0737925760964701,-0.007611418183857022,101108,1628987,2.254728623103989,-0.13000907082468285,-1.839649741693271,-0.05135605365445474,0.22610233874772345,0.23371375693158047
101108-1629109,Chris Paul,Gary Clark,-0.18400969313346716,0.2890746473685851,0.10506495423511797,101108,1629109,2.254728623103989,1.0884057577835453,-1.839649741693271,1.5801041973317558,3.188653790761137,3.083588836526019
101108-1629126,Chris Paul,Deonte Burton,-0.33849309844642766,-0.42869314739441444,-0.767186245840842,101108,1629126,2.254728623103989,-0.5855695731401581,-1.839649741693271,-1.5176041417103339,-2.455281079280616,-1.688094833439774
101108-1629647,Chris Paul,Darius Bazley,-0.6327378708791978,0.5715340710952164,-0.06120379978398138,101108,1629647,2.254728623103989,-1.2219977750188802,-1.839649741693271,-0.48016944009519524,-1.3482921334873388,-1.2870883337033574
101108-1629652,Chris Paul,Luguentz Dort,0.10276292781753124,0.9432152723116678,1.045978200129199,101108,1629652,2.254728623103989,-0.2929282729317709,-1.839649741693271,-0.8647456434132896,0.30338316519485653,-0.7425950349343425
101108-200782,Chris Paul,P.J. Tucker,-0.9702017321333902,1.4143742949497387,0.4441725628163484,101108,200782,2.254728623103989,-0.8454667905024129,-1.839649741693271,-0.599175036300094,-0.5853903825754405,-1.029562945391789
101108-201568,Chris Paul,Danilo Gallinari,2.3986846527334875,-0.286165541587949,2.1125191111455384,101108,201568,2.254728623103989,1.6670416584137528,-1.839649741693271,0.5126568237598546,4.707296474729864,2.594777363584326
101108-201569,Chris Paul,Eric Gordon,1.9380195117602768,1.3546043074106124,3.292623819170889,101108,201569,2.254728623103989,1.5275652731931793,-1.839649741693271,-0.3362726964623194,4.898995277312467,1.6063714581415778
101108-201935,Chris Paul,James Harden,0.6999843313207371,0.4910217079703362,1.1910060392910733,101108,201935,2.254728623103989,2.901784317931293,-1.839649741693271,-1.5002942665860854,3.007574972046999,1.8165689327559256
101108-202688,Chris Paul,Brandon Knight,0.25095984091639467,0.032118740611573354,0.28307858152796805,101108,202688,2.254728623103989,-0.2960606732651982,-1.839649741693271,1.0047787478460604,1.4068755375195483,1.1237969559915801
101108-202697,Chris Paul,Iman Shumpert,-0.6028772813679472,0.8817186312171694,0.27884134984922226,101108,202697,2.254728623103989,-0.5377411773446632,-1.839649741693271,1.4967338607823992,1.6529129146976764,1.374071564848454
101108-202702,Chris Paul,Kenneth Faried,1.2585914977592674,-0.09358635868817987,1.1650051390710876,101108,202702,2.254728623103989,1.0120105622180393,-1.839649741693271,0.8865356351085253,3.4786302178083703,2.3136250787372825
101108-203085,Chris Paul,Austin Rivers,-0.23753605068081496,0.7364965429292535,0.4989604922484385,101108,203085,2.254728623103989,0.9075542566716149,-1.839649741693271,0.4719348612021445,2.293528491532916,1.7945679992844774
101108-203457,Chris Paul,Nerlens Noel,1.01276998355937,-0.469942879054833,0.542827104504537,101108,203457,2.254728623103989,-0.15848575574574544,-1.839649741693271,-0.18828900569470416,0.6111312244748054,0.06830411997026845
101108-203471,Chris Paul,Dennis Schroder,0.735858708846546,1.1772103545143047,1.9130690633608507,101108,203471,2.254728623103989,-0.5307987985611741,-1.839649741693271,-1.7314748955031134,0.06587425070728137,-1.8471948126535693
101108-203487,Chris Paul,Michael Carter-Williams,-0.043706828605506724,-0.38869185055876554,-0.43239867916427227,101108,203487,2.254728623103989,0.2640192024705667,-1.839649741693271,0.8301827147917272,1.07688211950874,1.5092807986730121
101108-203488,Chris Paul,Mike Muscala,0.18234464073553497,0.5150674096845966,0.6974120504201315,101108,203488,2.254728623103989,-0.27135558960716283,-1.839649741693271,-0.3180714856200688,0.5230638566036179,-0.17434819381651362
101108-203500,Chris Paul,Steven Adams,-0.32316055187133047,0.2582000091327314,-0.06496054273859908,101108,203500,2.254728623103989,0.36325634285772845,-1.839649741693271,-1.2591877201489503,-0.5458130386191029,-0.4808524958805038
101108-203516,Chris Paul,James Ennis III,-0.10494308690397358,0.009694228410398277,-0.09524885849357531,101108,203516,2.254728623103989,-0.15888069473990268,-1.839649741693271,1.7619236123164796,1.9228729404937195,2.018121798987295
101108-203991,Chris Paul,Clint Capela,-0.570970735076319,0.9416504370934495,0.3706797020171305,101108,203991,2.254728623103989,-0.28132047146466643,-1.839649741693271,-0.15852144892533726,0.34591666303784485,-0.024763038979285668
101109-1627789,Raymond Felton,Timothe Luwawu-Cabarrot,-0.09093330329750281,0.11091517953036083,0.01998187623285802,101109,1627789,-0.12919261357804734,-0.8316908284051443,-0.15940497267565612,0.14460290060785042,-0.9557036378181392,-0.9756855140509972
101109-1627846,Raymond Felton,Abdel Nader,0.32556230482240006,0.0739582620409231,0.39952056686332316,101109,1627846,-0.12919261357804734,-1.0625791906400166,-0.15940497267565612,0.2779803261933929,-0.6736758838370042,-1.0731964507003273
101109-1628390,Raymond Felton,Terrance Ferguson,0.425195050100635,-0.574229509231456,-0.14903445913082097,101109,1628390,-0.12919261357804734,0.047935799057122745,-0.15940497267565612,0.4752562378483967,0.08555999152099503,0.234594450651816
101109-1628977,Raymond Felton,Hamidou Diallo,-0.5784295584972373,-0.8788094251290902,-1.4572389836263275,101109,1628977,-0.12919261357804734,0.6781203828025898,-0.15940497267565612,1.1350449283022335,0.06732874122479227,1.5245677248511198
101109-1629126,Raymond Felton,Deonte Burton,-0.04809678586872719,0.2442151391150575,0.1961183532463303,101109,1629126,-0.12919261357804734,-0.5855695731401581,-0.15940497267565612,-1.5176041417103339,-2.195652947857865,-2.3917713011041952
101109-201566,Raymond Felton,Russell Westbrook,0.5143774130480416,0.13711461961124868,0.6514920326592903,101109,201566,-0.12919261357804734,0.8904554689966626,-0.15940497267565612,-0.1116368671912478,1.1417130482110016,0.4902210155517114
101109-202331,Raymond Felton,Paul George,-0.36964821354001226,0.6762007669231732,0.30655255338316095,101109,202331,-0.12919261357804734,1.6987767428672158,-0.15940497267565612,-1.8729442983101425,-0.15621258831346935,-0.4627651416966303
101109-202335,Raymond Felton,Patrick Patterson,-0.026650230212119003,0.11230176280057831,0.08565153258845931,101109,202335,-0.12919261357804734,-0.21218676871310257,-0.15940497267565612,-0.5838652695604156,-0.9989980919387624,-1.0846496245272217
101109-202693,Raymond Felton,Markieff Morris,0.45449215624946876,-0.1945338777387581,0.2599582785107106,101109,202693,-0.12919261357804734,-0.6563320161251743,-0.15940497267565612,2.0935583398312727,1.4085870159631055,1.148628737452395
101109-203457,Raymond Felton,Nerlens Noel,-0.2886591228556298,0.06920865807165394,-0.21945046478397584,101109,203457,-0.12919261357804734,-0.15848575574574544,-0.15940497267565612,-0.18828900569470416,-0.854822812478129,-0.6353723476941531
101109-203471,Raymond Felton,Dennis Schroder,0.44113778075837456,-0.05462629114529138,0.3865114896130832,101109,203471,-0.12919261357804734,-0.5307987985611741,-0.15940497267565612,-1.7314748955031134,-2.164359790704908,-2.550871280317991
101109-203500,Raymond Felton,Steven Adams,0.03228507931401323,0.5113118803285347,0.543596959642548,101109,203500,-0.12919261357804734,0.36325634285772845,-0.15940497267565612,-1.2591877201489503,-0.6409320039023775,-1.1845289635449254
101109-203518,Raymond Felton,Alex Abrines,-0.6847311501791924,0.3510752939169415,-0.3336558562622509,101109,203518,-0.12919261357804734,-0.8422912159611695,-0.15940497267565612,-1.1050842973873771,-2.569628955864501,-2.23597309960225
101109-203924,Raymond Felton,Jerami Grant,-0.6226718741546993,0.05351743160870392,-0.5691544425459953,101109,203924,-0.12919261357804734,-1.051046135538412,-0.15940497267565612,-0.10485614785324612,-2.013654312191357,-1.4444998696453617
101112-1626150,Channing Frye,Andrew Harrison,0.24846770999851928,0.11286975288601425,0.3613374628845335,101112,1626150,-0.6049004147080922,0.7462379922701831,0.6933237210060865,0.6593993520795841,1.8553981135322952,1.4940606506477616
101112-1626166,Channing Frye,Cameron Payne,-0.13738501309770762,-0.19628022953973784,-0.33366524263744546,101112,1626166,-0.6049004147080922,-0.8114414256407884,0.6933237210060865,1.778050910416973,0.7213675484367336,1.055032791074179
101112-1626204,Channing Frye,Larry Nance Jr.,-0.1471385012884561,0.05460550401565398,-0.09253299727280212,101112,1626204,-0.6049004147080922,0.5778724690378997,0.6933237210060865,-0.2889437893602537,0.28481898870283817,0.3773519859756403
101112-1626224,Channing Frye,Cedi Osman,-0.20621266567715468,-0.30790530001180433,-0.514117965688959,101112,1626224,-0.6049004147080922,0.1987769192766452,0.6933237210060865,1.0038321027899582,0.7769143626756387,1.2910323283645977
101112-1627737,Channing Frye,Marquese Chriss,-0.11064923901864696,-0.05418584342138864,-0.16483508244003559,101112,1627737,-0.6049004147080922,-1.2647659423840913,0.6933237210060865,1.7566554385408506,0.4154777200147179,0.5803128024547535
101112-1627775,Channing Frye,Patrick McCaw,-0.03776100959502801,-0.3825116526112124,-0.4202726622062404,101112,1627775,-0.6049004147080922,-0.8680812653253146,0.6933237210060865,0.4339799465787964,-0.7659506746547642,-0.34567801244852386
101112-1627790,Channing Frye,Ante Zizic,0.27717031365471173,-0.03401634829569008,0.24315396535902165,101112,1627790,-0.6049004147080922,0.4872725067047659,0.6933237210060865,-0.8550067771960849,-0.03615699883430293,-0.2793109641933246
101112-1627883,Channing Frye,Jalen Jones,-0.06689531679739211,-0.4784764374824087,-0.5453717542798008,101112,1627883,-0.6049004147080922,-0.44308702445301723,0.6933237210060865,0.9534834361437786,0.05344796370895499,0.5988197179887558
101112-1628021,Channing Frye,David Nwaba,-0.04353175170328084,-0.25160025285547577,-0.2951320045587566,101112,1628021,-0.6049004147080922,0.3983470420807883,0.6933237210060865,-1.620187415007182,-1.428549071187156,-1.1334170666283994
101112-1628417,Channing Frye,Jaron Blossomgame,-0.4263432120602488,-0.4778836142131715,-0.9042268262734203,101112,1628417,-0.6049004147080922,-0.5680824325822365,0.6933237210060865,0.4630332830753325,-0.92085266948233,-0.01662584320890964
101112-1629012,Channing Frye,Collin Sexton,-0.09730565100925316,-0.3107423374484026,-0.4080479884576557,101112,1629012,-0.6049004147080922,-0.2063572865497756,0.6933237210060865,1.7490630071866375,1.2230810384772004,1.6311290269348562
101112-1629061,Channing Frye,Deng Adel,0.12033849518754326,-0.038816384946998156,0.0815221102405451,101112,1629061,-0.6049004147080922,-0.565131885749706,0.6933237210060865,-0.3263287613331959,-0.7215152305443624,-0.8030373407849075
101112-201567,Channing Frye,Kevin Love,0.11090197502272767,0.0938017902448415,0.20470376526756917,101112,201567,-0.6049004147080922,0.828146146495841,0.6933237210060865,0.1185254529360676,1.239798670997472,1.0350949057299028
101112-201588,Channing Frye,George Hill,-0.17538395994357922,0.08192563034191273,-0.09345832960166649,101112,201588,-0.6049004147080922,1.1922655259010437,0.6933237210060865,-1.213446539657682,-0.026216037060310213,0.06724229254135627
101112-202684,Channing Frye,Tristan Thompson,-0.010575714712570404,0.1174280197656605,0.1068523050530901,101112,202684,-0.6049004147080922,-0.23370924977596144,0.6933237210060865,0.7374618824112962,0.6990282439864192,0.5921759389333291
101112-202688,Channing Frye,Brandon Knight,0.014973658909196733,0.11291228644710291,0.12788594535629966,101112,202688,-0.6049004147080922,-0.2960606732651982,0.6933237210060865,1.0047787478460604,0.9250273262351563,0.7971413808788566
101112-202692,Channing Frye,Alec Burks,-0.31941529378289796,0.15685511690797502,-0.16256017687492294,101112,202692,-0.6049004147080922,-0.6299806906575758,0.6933237210060865,1.444536361594713,0.7404188003602087,0.9029789772351317
101112-203521,Channing Frye,Matthew Dellavedova,-0.1996682986507909,-0.3749071165404739,-0.5745754151912648,101112,203521,-0.6049004147080922,-0.9863339888039527,0.6933237210060865,-0.6637207515964595,-2.1362068492936825,-1.5616314341024178
101112-203903,Channing Frye,Jordan Clarkson,-0.8242574837543114,-0.6596378601990422,-1.4838953439533538,101112,203903,-0.6049004147080922,0.8693822622121475,0.6933237210060865,1.6933562204131416,1.1672664449699295,2.6511617889232832
101112-203917,Channing Frye,Nik Stauskas,0.13039283951307726,0.014287725841313232,0.1446805653543905,101112,203917,-0.6049004147080922,-1.629663046610579,0.6933237210060865,1.3516674254124195,-0.04489174954577463,-0.18957231490016513
101112-203918,Channing Frye,Rodney Hood,-0.46804707270447055,-0.03694548555816236,-0.5049925582626329,101112,203918,-0.6049004147080922,-0.17008059696911138,0.6933237210060865,-0.16414273334524937,-0.7507925822789994,-0.24580002401636641
101123-1627737,Gerald Green,Marquese Chriss,-0.23105914872195518,0.0005005137679919183,-0.23055863495396325,101123,1627737,1.1467049341635576,-1.2647659423840913,0.5874587386089537,1.7566554385408506,1.9954945339753072,2.2260531689292704
101123-1627863,Gerald Green,Danuel House Jr.,1.39904966673336,-0.1559790076617242,1.2430706590716358,101123,1627863,1.1467049341635576,2.2970935562756702,0.5874587386089537,0.32338492958136944,5.597712817701186,4.3546421586295505
101123-1628392,Gerald Green,Isaiah Hartenstein,0.14575565415580866,0.12137754422365774,0.26713319837946636,101123,1628392,1.1467049341635576,1.2057581644846733,0.5874587386089537,-0.9875937802853032,2.2194612553513475,1.9523280569718813
101123-1629053,Gerald Green,Vincent Edwards,-0.055451958224976415,0.20189080046242536,0.14643884223744894,101123,1629053,1.1467049341635576,-0.05545195822497644,0.5874587386089537,-0.2018908004624254,1.6232597563225584,1.4768209140851094
101123-1629109,Gerald Green,Gary Clark,0.6422140473381838,0.4072231103492132,1.049437157687397,101123,1629109,1.1467049341635576,1.0884057577835453,0.5874587386089537,1.5801041973317558,5.45211078557521,4.402673627887812
101123-1629185,Gerald Green,Chris Chiozza,-0.0274698689627806,0.03292025694892074,0.005450387986140143,101123,1629185,1.1467049341635576,-0.5240698265350408,0.5874587386089537,-1.2055118251242976,0.010032409099312994,0.004582021113172852
101123-200782,Gerald Green,P.J. Tucker,0.3646065327687369,-0.4892993413030434,-0.12469280853430653,101123,200782,1.1467049341635576,-0.8454667905024129,0.5874587386089537,-0.599175036300094,0.16482903743569766,0.2895218459700042
101123-201569,Gerald Green,Eric Gordon,1.131248374443337,-0.733630353561912,0.39761802088142506,101123,201569,1.1467049341635576,1.5275652731931793,0.5874587386089537,-0.3362726964623194,3.323074270384796,2.925456249503371
101123-201935,Gerald Green,James Harden,0.22432835060237336,0.4754284183151623,0.6997567689175357,101123,201935,1.1467049341635576,2.901784317931293,0.5874587386089537,-1.5002942665860854,3.8354104930352544,3.1356537241177187
101123-202688,Gerald Green,Brandon Knight,-0.6141464995140793,-0.06366683066160916,-0.6778133301756885,101123,202688,1.1467049341635576,-0.2960606732651982,0.5874587386089537,1.0047787478460604,1.7650684171776847,2.4428817473533733
101123-202697,Gerald Green,Iman Shumpert,-0.8892056290704629,-0.7696892080481939,-1.6588948371186567,101123,202697,1.1467049341635576,-0.5377411773446632,0.5874587386089537,1.4967338607823992,1.0342615190915905,2.693156356210247
101123-202702,Gerald Green,Kenneth Faried,0.9888314471659088,-0.6728308662119151,0.31600058095399364,101123,202702,1.1467049341635576,1.0120105622180393,0.5874587386089537,0.8865356351085253,3.9487104510530693,3.6327098700990756
101123-203085,Gerald Green,Austin Rivers,0.3312586510707545,-0.39031340252145263,-0.05905475145069816,101123,203085,1.1467049341635576,0.9075542566716149,0.5874587386089537,0.4719348612021445,3.054598039195572,3.1136527906462703
101123-203263,Gerald Green,James Nunnally,0.18632496354990258,-0.32835719558616405,-0.14203223203626147,101123,203263,1.1467049341635576,0.3987632394419833,0.5874587386089537,0.652177760446868,2.643072440625101,2.7851046726613626
101123-203487,Gerald Green,Michael Carter-Williams,0.26142334877211915,-0.9009777575836401,-0.6395544088115209,101123,203487,1.1467049341635576,0.2640192024705667,0.5874587386089537,0.8301827147917272,2.188811181223284,2.8283655900348053
101123-203516,Gerald Green,James Ennis III,0.7130806072165865,0.7196982026069756,1.432778809823562,101123,203516,1.1467049341635576,-0.15888069473990268,0.5874587386089537,1.7619236123164796,4.76998540017265,3.337206590349088
101123-203991,Gerald Green,Clint Capela,0.21714179585476426,0.5316678442364897,0.748809640091254,101123,203991,1.1467049341635576,-0.28132047146466643,0.5874587386089537,-0.15852144892533726,2.0431313924737613,1.2943217523825075
